slnoskm,Status,Address,Street_only, lat,long,Beds,bathsfull,bathshalf,bathstotal,sqft,garages,roof_Built-Up,roof_Concrete,roof_Shake,roof_Shingle,roof_Slate,roof_Tile,roof_Other,lotsqft,yrblt,pool_Community,pool_Private,pool_None,spa,subdivn,adom_agentdaysonmarket,cdom_cumuldaysmls,listprice,lppersqft,PendingDate,pd_dom,pd_moy,pd_year,sppersqft,datesold,ds_dom,ds_moy,ds_year,splsale,splsal_Auction,splsal_shortsale,splsale_BankOwnedREO,pricesold,days_on_market
172,Sold,9311 HAMPSHIRE PARK DR,HAMPSHIRE PARK DR,28.13001199,-82.33914804,4,2,0,2,2262,2,0,0,0,1,0,0,0,8125,1993,0,1,0,,HUNTERS GREEN PH 1,157,157,274900,121.53,7/16/2018,16,7,2018,119.36,8/13/2018,13,8,2018,None,0,0,0,270000,28
173,Sold,8749 ASHWORTH DR,ASHWORTH DR,28.12056832,-82.35978785,3,2,0,2,2098,2,0,0,0,1,0,0,0,9000,1996,0,0,1,,HUNTERS GREEN,48,48,289900,138.18,5/13/2016,13,5,2016,128.69,6/24/2016,24,6,2016,None,0,0,0,270000,42
174,Sold,8711 ASHWORTH DR,ASHWORTH DR,28.12356179,-82.36162803,3,2,0,2,1988,2,0,0,0,1,0,0,0,9000,1992,0,0,1,FALSE,HUNTERS GREEN,49,49,275000,138.33,4/10/2019,10,4,2019,136.57,5/3/2019,3,5,2019,None,0,0,0,271500,23
175,Sold,8908  COPPER RIDGE LN ,COPPER RIDGE LN,28.12746372,-82.35354579,4,2,1,3,2270,2,0,0,0,1,0,0,0,10602,1994,0,1,0,,HUNTERS GREEN,198,198,277900,122.42,7/21/2016,21,7,2016,120.26,8/23/2016,23,8,2016,None,0,0,0,273000,33
176,Sold,9315 KNIGHTSBRIDGE CT,KNIGHTSBRIDGE CT,28.13063449,-82.33872658,5,2,1,3,3235,2,0,0,0,1,0,0,0,7150,1992,0,1,0,TRUE,HUNTERS GREEN PH 1,81,81,294900,91.16,6/3/2018,3,6,2018,85.01,7/31/2018,31,7,2018,None,0,0,0,275000,58
177,Sold,9419 HUNTERS POND DR,HUNTERS POND DR,28.1319511,-82.32936247,4,2,0,2,2064,2,0,0,0,1,0,0,0,7810,1997,0,1,0,,HUNTERS GREEN,78,78,274500,132.99,4/3/2018,3,4,2018,133.45,5/4/2018,4,5,2018,None,0,0,0,275432,31
178,Sold,9312 KNIGHTSBRIDGE CT,KNIGHTSBRIDGE CT,28.13074908,-82.33876645,5,3,0,3,2958,2,0,0,0,1,0,0,0,9100,1992,1,1,0,,HUNTERS GREEN PH 1,68,68,274900,92.93,1/17/2017,17,1,2017,93.31,3/1/2017,1,3,2017,None,0,0,0,276000,43
179,Sold,9083 QUAIL CREEK DR,QUAIL CREEK DR,28.12893129,-82.34949459,4,2,1,3,2214,2,0,0,0,1,0,0,0,7130,1990,1,1,0,,HUNTERS GREEN,56,56,287900,130.04,7/22/2016,22,7,2016,126.02,8/31/2016,31,8,2016,None,0,0,0,279000,40
180,Sold,9325 HAMPSHIRE PARK DR,HAMPSHIRE PARK DR,28.12966355,-82.3391535,3,2,0,2,1996,2,0,0,0,1,0,0,0,10445,1994,0,0,1,FALSE,HUNTERS GREEN PH 2,14,14,285000,142.79,8/18/2018,18,8,2018,140.03,9/14/2018,14,9,2018,None,0,0,0,279500,27
181,Sold,8730 ASHWORTH DR,ASHWORTH DR,28.12245061,-82.36151915,4,2,1,3,2548,2,0,0,0,1,0,0,0,12150,1996,0,0,1,,HUNTERS GREEN,6,6,279900,109.85,4/23/2017,23,4,2017,109.85,6/3/2017,3,6,2017,None,0,0,0,279900,41
182,Sold,17624 NATHANS DR,NATHANS DR,28.13068394,-82.34231919,3,3,0,3,2076,2,0,0,0,0,0,1,0,5900,1994,1,1,0,,HUNTERS GREEN,10,10,289900,139.64,11/19/2018,19,11,2018,134.87,12/17/2018,17,12,2018,None,0,0,0,280000,28
183,Sold,17505 WOODTHRUSH PL,WOODTHRUSH PL,28.12862609,-82.34725877,4,2,0,2,2350,2,0,0,0,1,0,0,0,6900,1992,1,1,0,TRUE,HUNTERS GREEN,114,114,289900,123.36,4/8/2017,8,4,2017,119.15,4/28/2017,28,4,2017,None,0,0,0,280000,20
184,Sold,17940 HOLLY BROOK DR,HOLLY BROOK DR,28.13478612,-82.3575456,4,3,0,3,2484,2,0,0,0,0,0,1,0,8625,1992,0,0,1,,HUNTERS GREEN,167,167,289900,116.71,11/21/2016,21,11,2016,112.72,12/2/2016,2,12,2016,None,0,0,0,280000,11
185,Sold,9310  WELLINGTON PARK CIR ,WELLINGTON PARK CIR,28.13193169,-82.33769274,4,3,0,3,2437,3,0,0,0,0,0,1,0,13912,1994,0,1,0,TRUE,HUNTERS GREEN PH 1,91,91,299000,122.69,11/23/2015,23,11,2015,114.9,1/5/2016,5,1,2016,None,0,0,0,280000,43
186,Sold,9039 QUAIL CREEK DR,QUAIL CREEK DR,28.12915461,-82.34949459,4,2,1,3,2881,2,0,0,0,1,0,0,0,7320,1990,0,1,0,,HUNTERS GREEN,9,9,279900,97.15,9/30/2016,30,9,2016,98.06,11/15/2016,15,11,2016,Bank Owned/REO,0,0,1,282500,46
187,Sold,17720 LONG RIDGE RD,LONG RIDGE RD,28.12867507,-82.33375168,4,2,1,3,2299,2,0,0,0,1,0,0,0,5250,1994,1,1,0,,HUNTERS GREEN PH 2,25,25,299900,130.45,3/10/2018,10,3,2018,123.97,4/27/2018,27,4,2018,None,0,0,0,285000,48
188,Sold,17818 EAGLE TRACE ST,EAGLE TRACE ST,28.13476947,-82.33464755,4,3,0,3,2756,2,0,0,0,0,0,1,0,9600,1998,1,0,0,,HUNTERS GREEN,192,192,309900,112.45,12/30/2016,30,12,2016,103.41,2/10/2017,10,2,2017,None,0,0,0,285000,42
189,Sold,9307 KNIGHTSBRIDGE CT,KNIGHTSBRIDGE CT,28.13063449,-82.33888605,4,2,0,2,2188,3,0,0,0,1,0,0,0,7150,1992,0,0,1,,HUNTERS GREEN,0,0,285000,130.26,6/16/2016,16,6,2016,130.26,6/17/2016,17,6,2016,None,0,0,0,285000,1
190,Sold,17951 HOLLY BROOK DR,HOLLY BROOK DR,28.13357713,-82.35749002,4,3,0,3,2553,2,0,0,0,0,0,1,0,9856,1990,0,1,0,,HUNTERS GREEN,241,241,292500,114.57,1/19/2017,19,1,2017,111.63,2/24/2017,24,2,2017,None,0,0,0,285000,36
191,Sold,17706 SHANNON OAKS CT,SHANNON OAKS CT,28.1265968,-82.35358032,4,2,1,3,2686,2,0,0,0,0,0,1,0,10350,1991,1,0,0,,HUNTERS GREEN,52,52,320000,119.14,5/12/2016,12,5,2016,106.11,6/28/2016,28,6,2016,None,0,0,0,285000,47
192,Sold,9306  HERITAGE OAK CT ,HERITAGE OAK CT,28.13001187,-82.33889821,4,3,0,3,2190,3,0,0,0,1,0,0,0,7150,1994,0,1,0,,HUNTERS GREEN PH 1,88,88,289900,132.37,1/27/2016,27,1,2016,130.14,3/4/2016,4,3,2016,None,0,0,0,285000,37
193,Sold,9207  MEADOW LANE CT ,MEADOW LANE CT,28.14039048,-82.33393862,4,2,1,3,2956,2,0,0,0,1,0,0,0,9000,1997,0,1,0,,HUNTERS GREEN PH 2,35,35,300000,101.49,9/18/2015,18,9,2015,97.09,11/18/2015,18,11,2015,None,0,0,0,287000,61
194,Sold,17815 HICKORY MOSS PL,HICKORY MOSS PL,28.13498886,-82.33583958,4,3,0,3,2585,3,0,0,0,0,0,1,0,14875,1995,0,1,0,TRUE,HUNTERS GREEN,7,7,304500,117.79,5/12/2016,12,5,2016,111.22,7/14/2016,14,7,2016,None,0,0,0,287500,63
195,Sold,9031 QUAIL CREEK DR,QUAIL CREEK DR,28.12919522,-82.34949459,3,2,0,2,2244,2,0,0,0,1,0,0,0,9060,1991,0,1,0,,HUNTERS GREEN,2,2,288500,128.57,8/14/2016,14,8,2016,128.57,9/27/2016,27,9,2016,None,0,0,0,288500,44
196,Sold,9306 KNIGHTSBRIDGE CT,KNIGHTSBRIDGE CT,28.13074908,-82.33888605,4,3,0,3,2205,3,0,0,0,1,0,0,0,7605,1993,0,1,0,TRUE,HUNTERS GREEN PH 1,1,1,300000,136.05,8/5/2017,5,8,2017,131.52,9/25/2017,25,9,2017,None,0,0,0,290000,51
197,Sold,9305 HAMPSHIRE PARK DR,HAMPSHIRE PARK DR,28.13063542,-82.33913664,4,3,0,3,2223,3,0,0,0,1,0,0,0,8125,1993,0,1,0,,HUNTERS GREEN PH 1,22,22,300000,134.95,11/19/2016,19,11,2016,130.45,1/13/2017,13,1,2017,None,0,0,0,290000,55
198,Sold,17714  SHANNON OAKS CT ,SHANNON OAKS CT,28.12663941,-82.35366909,4,3,0,3,2442,3,0,0,0,0,0,1,0,11304,1992,0,1,0,TRUE,HUNTERS GREEN PARCEL 6,38,38,299900,122.81,9/29/2015,29,9,2015,118.76,11/25/2015,25,11,2015,None,0,0,0,290000,57
199,Sold,17846  GREEN WILLOW DR ,GREEN WILLOW DR,28.13181383,-82.35626233,4,3,0,3,2527,2,0,0,0,0,0,1,0,11552,1994,0,1,0,,HUNTERS GREEN,78,78,275000,108.82,1/29/2015,29,1,2015,115.55,4/16/2015,16,4,2015,Short Sale,0,1,0,292000,77
200,Sold,18134  REGENTS SQUARE DR ,REGENTS SQUARE DR,28.14105614,-82.33211601,4,2,1,3,3039,3,0,0,0,0,0,1,0,9000,1998,0,1,0,,HUNTERS GREEN PH 2,76,76,309900,101.97,9/10/2015,10,9,2015,96.74,9/21/2015,21,9,2015,None,0,0,0,294000,11
201,Sold,9308 DEER CREEK DR,DEER CREEK DR,28.13397881,-82.33637153,4,3,0,3,2585,3,0,0,0,0,0,1,0,11900,1995,1,1,0,,HUNTERS GREEN PH 2,23,23,309900,119.88,8/15/2018,15,8,2018,114.08,8/31/2018,31,8,2018,Bank Owned/REO,0,0,1,294900,16
202,Sold,17809 HICKORY MOSS PL,HICKORY MOSS PL,28.13486768,-82.33586671,4,3,0,3,2527,2,0,0,0,0,0,1,0,11051,1995,1,1,0,,HUNTERS GREEN PARCEL 14 B PH 1,37,37,315000,124.65,6/6/2018,6,6,2018,116.74,7/25/2018,25,7,2018,None,0,0,0,295000,49
203,Sold,9332 HAMPSHIRE PARK DR,HAMPSHIRE PARK DR,28.12928102,-82.33784527,4,3,0,3,2186,3,0,0,0,1,0,0,0,7590,1993,0,1,0,,HUNTERS GREEN PH 2,15,15,295000,134.95,1/31/2018,31,1,2018,134.95,3/14/2018,14,3,2018,None,0,0,0,295000,42
204,Sold,8708  BALLANTRAE WAY ,BALLANTRAE WAY,28.12577748,-82.35926511,5,3,0,3,3088,3,0,0,0,1,0,0,0,14112,1990,0,1,0,TRUE,HUNTERS GREEN,287,287,314900,101.98,5/31/2015,31,5,2015,95.53,7/16/2015,16,7,2015,None,0,0,0,295000,46
205,Sold,9015 QUAIL CREEK DR,QUAIL CREEK DR,28.12927643,-82.34949459,4,2,1,3,2214,2,0,0,0,1,0,0,0,13685,1989,1,0,0,,HUNTERS GREEN,10,10,299900,135.46,4/23/2016,23,4,2016,133.69,6/17/2016,17,6,2016,None,0,0,0,296000,55
206,Sold,8787 ASHWORTH DR,ASHWORTH DR,28.12311766,-82.35901713,3,3,0,3,2258,3,0,0,0,1,0,0,0,14124,1991,0,1,0,TRUE,HUNTERS GREEN PH 1 REP HAMPTON ON GREEN PH 1,14,14,299900,132.82,1/23/2018,23,1,2018,131.53,3/2/2018,2,3,2018,None,0,0,0,297000,38
207,Sold,8707  HIDDEN GREEN LN ,HIDDEN GREEN LN,28.12267381,-82.36135799,4,3,0,3,2695,2,0,0,0,1,0,0,0,10236,1994,0,1,0,,HUNTERS GREEN,17,17,299000,110.95,5/22/2015,22,5,2015,110.2,6/18/2015,18,6,2015,None,0,0,0,297000,27
208,Sold,17810  GREEN WILLOW DR ,GREEN WILLOW DR,28.13156135,-82.35619843,4,3,0,3,3018,3,0,0,0,0,0,1,0,16120,1994,0,1,0,,HUNTERS GREEN,129,129,300000,99.4,2/19/2015,19,2,2015,98.41,3/31/2015,31,3,2015,None,0,0,0,297000,40
209,Sold,9007 QUAIL CREEK DR,QUAIL CREEK DR,28.12931703,-82.34949459,4,2,1,3,2866,2,0,0,0,1,0,0,0,8979,1992,1,1,0,,HUNTERS GREEN,17,17,300000,104.68,6/3/2017,3,6,2017,103.8,6/30/2017,30,6,2017,None,0,0,0,297500,27
210,Sold,17803 GREEN WILLOW DR,GREEN WILLOW DR,28.13153992,-82.35605987,4,3,0,3,2674,3,0,0,0,0,0,1,0,10810,1994,1,1,0,,HUNTERS GREEN,30,30,299000,111.82,4/11/2017,11,4,2017,111.82,5/5/2017,5,5,2017,None,0,0,0,299000,24
211,Sold,9404 HUNTERS POND DR,HUNTERS POND DR,28.13030883,-82.32957291,4,3,0,3,2242,2,0,0,0,1,0,0,0,6900,1996,0,1,0,,HUNTERS GREEN PH 1,53,53,299000,133.36,5/17/2016,17,5,2016,133.36,6/24/2016,24,6,2016,None,0,0,0,299000,38
212,Sold,17725 NATHANS DR,NATHANS DR,28.12826249,-82.34362055,3,2,0,2,1956,2,0,0,0,1,0,0,0,6550,1992,0,1,0,,HUNTERS GREEN PH 1,3,3,295000,150.82,2/11/2018,11,2,2018,153.12,3/20/2018,20,3,2018,None,0,0,0,299500,37
213,Sold,9464 HUNTERS POND DR,HUNTERS POND DR,28.1308803,-82.32838078,4,2,0,2,2041,2,0,0,0,1,0,0,0,7475,1996,1,1,0,FALSE,HUNTERS GREEN PRCL 24 PH 1,3,3,300000,146.99,9/30/2019,30,9,2019,146.99,10/25/2019,25,10,2019,None,0,0,0,300000,25
214,Sold,17301 LOCKWOOD RIDGE DR,LOCKWOOD RIDGE DR,28.12355218,-82.36150769,4,3,0,3,2260,,0,0,0,1,0,0,0,11739,1991,0,1,0,,HUNTERS GREEN,10,10,309900,137.12,2/23/2017,23,2,2017,132.74,4/5/2017,5,4,2017,None,0,0,0,300000,41
215,Sold,9420 HUNTERS POND DR,HUNTERS POND DR,28.13185964,-82.32956791,4,3,0,3,2222,2,0,0,0,1,0,0,0,7437,1996,0,0,1,TRUE,HUNTERS GREEN PH 1,12,12,305000,137.26,2/22/2017,22,2,2017,135.01,3/2/2017,2,3,2017,None,0,0,0,300000,8
216,Sold,9450  HUNTERS POND DR ,HUNTERS POND DR,28.13163798,-82.32733874,4,3,0,3,2440,3,0,0,0,1,0,0,0,9108,1997,1,1,0,,HUNTERS GREEN PH 2,4,4,299900,122.91,9/13/2015,13,9,2015,122.95,11/6/2015,6,11,2015,None,0,0,0,300000,54
217,Sold,9084 QUAIL CREEK DR,QUAIL CREEK DR,28.12883646,-82.34822374,4,2,1,3,2315,2,0,0,0,1,0,0,0,11826,1989,0,1,0,,HUNTERS GREEN,5,5,305000,131.75,7/8/2017,8,7,2017,130.67,8/8/2017,8,8,2017,None,0,0,0,302500,31
218,Sold,17917  HOLLY BROOK DR ,HOLLY BROOK DR,28.13477173,-82.3562612,4,3,0,3,2553,2,0,0,0,0,0,1,0,10296,1989,0,1,0,TRUE,HUNTERS GREEN,232,232,310000,121.43,3/19/2016,19,3,2016,119.47,4/20/2016,20,4,2016,None,0,0,0,305000,32
219,Sold,9337 WELLINGTON PARK CIR,WELLINGTON PARK CIR,28.13306385,-82.33627195,4,3,0,3,2275,3,0,0,0,0,0,1,0,9600,1995,0,1,0,,HUNTERS GREEN,5,79,307500,135.16,1/25/2017,25,1,2017,135.16,3/7/2017,7,3,2017,None,0,0,0,307500,41
220,Sold,17809  RIDGEWAY CT ,RIDGEWAY CT,28.13481736,-82.34267626,4,3,0,3,2764,3,0,0,0,0,0,1,0,14580,1996,0,1,0,TRUE,HUNTERS GREEN PARCEL 15 REVISED,114,114,349000,126.27,5/27/2015,27,5,2015,111.69,6/29/2015,29,6,2015,None,0,0,0,308715,33
221,Sold,17750 OAK BRIDGE ST,OAK BRIDGE ST,28.13061371,-82.3361971,4,2,1,3,2481,2,0,0,0,1,0,0,0,8122,1994,0,1,0,,HUNTERS GREEN,13,13,319900,128.94,4/23/2017,23,4,2017,124.95,5/24/2017,24,5,2017,None,0,0,0,310000,31
222,Sold,9341 WELLINGTON PARK CIR,WELLINGTON PARK CIR,28.13307487,-82.33650635,4,3,0,3,3235,3,0,0,0,0,0,1,0,11760,1994,0,1,0,TRUE,HUNTERS GREEN PRCL 14A PH 2,9,9,328800,101.64,6/8/2016,8,6,2016,95.83,8/9/2016,9,8,2016,None,0,0,0,310000,62
223,Sold,8742 ASHWORTH DR,ASHWORTH DR,28.12158014,-82.36069753,4,3,0,3,2280,3,0,0,0,1,0,0,0,8625,1996,1,0,0,,HUNTERS GREEN,10,56,319900,140.31,10/2/2017,2,10,2017,136.4,11/27/2017,27,11,2017,None,0,0,0,311000,56
224,Sold,18121  REGENTS SQUARE DR ,REGENTS SQUARE DR,28.1404805,-82.33213307,4,2,1,3,2981,3,0,0,0,0,0,1,0,9317,1997,0,1,0,,HUNTERS GREEN PH 2,523,655,325000,109.02,9/30/2015,30,9,2015,104.66,11/20/2015,20,11,2015,None,0,0,0,312000,51
225,Sold,9033 QUAIL CREEK DR,QUAIL CREEK DR,28.12918507,-82.34949459,4,2,0,2,2347,2,0,0,0,1,0,0,0,8640,1991,0,1,0,,HUNTERS GREEN,51,51,314000,133.79,8/13/2018,13,8,2018,133.79,9/14/2018,14,9,2018,None,0,0,0,314000,32
226,Sold,17727 HAMPSHIRE OAK DR,HAMPSHIRE OAK DR,28.13063543,-82.3369211,4,3,0,3,2132,3,0,0,0,1,0,0,0,7475,1994,1,1,0,TRUE,HUNTERS GREEN PH 1,15,15,324900,152.39,12/19/2018,19,12,2018,147.75,1/25/2019,25,1,2019,None,0,0,0,315000,37
227,Sold,9083 QUAIL CREEK DR,QUAIL CREEK DR,28.12893129,-82.34949459,4,2,1,3,2214,2,0,0,0,1,0,0,0,7130,1990,0,1,0,,HUNTERS GREEN,3,3,315000,142.28,2/5/2018,5,2,2018,142.28,3/23/2018,23,3,2018,None,0,0,0,315000,46
228,Sold,9009 QUAIL CREEK DR,QUAIL CREEK DR,28.12930688,-82.34949459,3,2,0,2,2331,2,0,0,0,1,0,0,0,7560,1989,0,1,0,,HUNTERS GREEN,88,88,314000,134.71,2/5/2018,5,2,2018,135.14,3/21/2018,21,3,2018,None,0,0,0,315000,44
229,Sold,9093 QUAIL CREEK DR,QUAIL CREEK DR,28.12888053,-82.34949459,3,2,0,2,2315,2,0,0,0,1,0,0,0,10810,1990,0,1,0,,HUNTERS GREEN,3,3,315000,136.07,5/29/2017,29,5,2017,136.07,6/28/2017,28,6,2017,None,0,0,0,315000,30
230,Sold,8784 ASHWORTH DR,ASHWORTH DR,28.12279828,-82.35902971,4,3,0,3,2434,3,0,0,0,1,0,0,0,10500,1992,0,1,0,,HUNTERS GREEN,92,92,334700,137.51,7/28/2017,28,7,2017,129.42,8/31/2017,31,8,2017,None,0,0,0,315000,34
231,Sold,18115  REGENTS SQUARE DR ,REGENTS SQUARE DR,28.13998603,-82.33247978,4,3,0,3,2463,3,0,0,0,0,0,1,0,9317,1996,0,1,0,TRUE,HUNTERS GREEN PH 1,101,101,339900,138,1/26/2015,26,1,2015,127.89,2/26/2015,26,2,2015,None,0,0,0,315000,31
232,Sold,9059 QUAIL CREEK DR,QUAIL CREEK DR,28.1290531,-82.34949459,4,2,1,3,2881,2,0,0,0,1,0,0,0,8515,1989,0,1,0,,HUNTERS GREEN PRCL 7,5,361,325000,112.81,12/11/2019,11,12,2019,111.07,1/9/2020,9,1,2020,None,0,0,0,320000,29
233,Sold,9413 AZALEA RIDGE CIR,AZALEA RIDGE CIR,28.13102709,-82.32880913,4,3,0,3,2598,3,0,0,0,1,0,0,0,9964,1997,0,1,0,,HUNTERS GREEN PH 2,7,7,325000,125.1,5/11/2016,11,5,2016,123.17,7/22/2016,22,7,2016,None,0,0,0,320000,72
234,Sold,9305  POPLAR CREEK CT ,POPLAR CREEK CT,28.12788049,-82.33770966,4,2,1,3,3235,2,0,0,0,1,0,0,0,7800,1994,1,1,0,,HUNTERS GREEN,10,10,330000,102.01,5/21/2015,21,5,2015,99.38,7/20/2015,20,7,2015,None,0,0,0,321500,60
235,Sold,9091 QUAIL CREEK DR,QUAIL CREEK DR,28.12889068,-82.34949459,3,2,0,2,1863,2,0,0,0,1,0,0,0,7130,1990,1,1,0,FALSE,HUNTERS GREEN,30,30,345000,185.19,8/7/2018,7,8,2018,172.71,9/17/2018,17,9,2018,None,0,0,0,321750,41
236,Sold,8751  ASHWORTH DR ,ASHWORTH DR,28.12055806,-82.35957112,4,3,0,3,2279,2,0,0,0,1,0,0,0,9000,1996,0,1,0,TRUE,HUNTERS GREEN,11,11,329900,144.76,1/15/2016,15,1,2016,141.25,3/4/2016,4,3,2016,None,0,0,0,321900,49
237,Sold,8759 ASHWORTH DR,ASHWORTH DR,28.12081255,-82.35877649,4,3,0,3,2778,2,0,0,0,1,0,0,0,9675,1995,0,0,1,,HUNTERS GREEN HAMPTON ON THE GREEN,77,77,329900,118.75,10/17/2019,17,10,2019,116.09,11/20/2019,20,11,2019,None,0,0,0,322500,34
238,Sold,9120  WOODRIDGE RUN DR ,WOODRIDGE RUN DR,28.13555665,-82.34117309,4,3,0,3,3225,3,0,0,0,0,0,1,0,12150,1995,0,1,0,,HUNTERS GREEN,289,289,329900,102.29,3/12/2016,12,3,2016,100,5/26/2016,26,5,2016,None,0,0,0,322500,75
239,Sold,8744 TANTALLON CIR,TANTALLON CIR,28.12637736,-82.35985277,4,3,1,4,3435,3,0,0,0,1,0,0,0,9600,1991,0,1,0,TRUE,HUNTERS GREEN,41,378,325000,94.61,4/13/2016,13,4,2016,94.03,6/30/2016,30,6,2016,None,0,0,0,323000,78
240,Sold,17706 EMERALD GREEN PL,EMERALD GREEN PL,28.12806668,-82.33784005,3,2,1,3,1961,2,0,0,0,1,0,0,0,7150,1994,1,1,0,,HUNTERS GREEN PRCL 18A PH 1,77,77,339000,172.87,8/10/2019,10,8,2019,165.73,10/1/2019,1,10,2019,None,0,0,0,325000,52
241,Sold,9065 QUAIL CREEK DR,QUAIL CREEK DR,28.12902265,-82.34949459,3,2,0,2,2315,2,0,0,0,1,0,0,0,8777,1989,0,1,0,TRUE,HUNTERS GREEN,19,19,330000,142.55,8/29/2017,29,8,2017,141.25,9/27/2017,27,9,2017,None,0,0,0,327000,29
242,Sold,9101  FOXCHASE CIR ,FOXCHASE CIR,28.13161302,-82.3477323,4,2,0,2,2478,2,0,0,0,0,0,1,0,11610,1989,0,1,0,,HUNTERS GREEN,138,138,325000,131.15,4/16/2015,16,4,2015,132.16,6/30/2015,30,6,2015,None,0,0,0,327500,75
243,Sold,18114 COURTNEY BREEZE DR,COURTNEY BREEZE DR,28.13931124,-82.33436924,4,3,0,3,2202,2,0,0,0,0,0,1,0,15323,1995,0,1,0,FALSE,HUNTERS GREEN PRCL 19 PH 2,1,1,329900,149.82,5/28/2019,28,5,2019,148.96,7/1/2019,1,7,2019,None,0,0,0,328000,34
244,Sold,8723 ASHWORTH DR,ASHWORTH DR,28.12229565,-82.36164909,4,3,0,3,2595,3,0,0,0,1,0,0,0,8999,1993,0,0,1,,HUNTERS GREEN,2,2,330000,127.17,9/30/2017,30,9,2017,126.78,11/14/2017,14,11,2017,None,0,0,0,329000,45
245,Sold,9355  WELLINGTON PARK CIR ,WELLINGTON PARK CIR,28.1327936,-82.33753008,4,3,0,3,2676,3,0,0,0,0,0,1,0,9600,1995,0,1,0,,HUNTERS GREEN PH 2,29,29,329000,122.94,8/21/2015,21,8,2015,122.94,8/31/2015,31,8,2015,None,0,0,0,329000,10
246,Sold,9208  MEADOW LANE CT ,MEADOW LANE CT,28.14050507,-82.33390261,4,3,0,3,2484,3,0,0,0,0,0,1,0,9000,1998,0,1,0,TRUE,HUNTERS GREEN PH 2,23,23,347500,139.9,9/26/2015,26,9,2015,132.65,11/30/2015,30,11,2015,None,0,0,0,329500,65
247,Sold,9210 MEADOW LANE CT,MEADOW LANE CT,28.14050507,-82.3338666,5,3,1,4,3192,3,0,0,0,0,0,1,0,8999,1998,1,1,0,TRUE,HUNTERS GREEN,32,32,330000,103.38,7/30/2019,30,7,2019,103.38,9/10/2019,10,9,2019,None,0,0,0,330000,42
248,Sold,18111 COURTNEY BREEZE DR,COURTNEY BREEZE DR,28.13873692,-82.33463065,4,2,0,2,2179,3,0,0,0,0,0,1,0,12784,1995,1,1,0,TRUE,HUNTERS GREEN PH 1,12,12,349900,160.58,5/19/2019,19,5,2019,151.45,6/24/2019,24,6,2019,None,0,0,0,330000,36
249,Sold,9468 HUNTERS POND DR,HUNTERS POND DR,28.13072102,-82.32873214,4,3,0,3,2480,3,0,0,0,1,0,0,0,7475,1996,0,1,0,TRUE,HUNTERS GREEN PH 1,130,130,340000,137.1,2/10/2019,10,2,2019,133.06,4/8/2019,8,4,2019,None,0,0,0,330000,57
250,Sold,9306 KNIGHTSBRIDGE CT,KNIGHTSBRIDGE CT,28.13074908,-82.33888605,4,3,0,3,2205,3,0,0,0,1,0,0,0,7605,1993,0,1,0,TRUE,HUNTERS GREEN PH 1,4,4,325000,147.39,10/1/2018,1,10,2018,149.66,1/10/2019,10,1,2019,None,0,0,0,330000,101
251,Sold,17517 EDINBURGH DR,EDINBURGH DR,28.12654985,-82.35797946,3,3,0,3,2488,3,0,0,0,1,0,0,0,11880,1991,1,1,0,,HUNTERS GREEN PA 3,33,33,349900,140.64,8/15/2017,15,8,2017,132.64,10/2/2017,2,10,2017,None,0,0,0,330000,48
252,Sold,9353 WELLINGTON PARK CIR,WELLINGTON PARK CIR,28.13282767,-82.33738247,4,3,0,3,2829,3,0,0,0,0,0,1,0,9600,1995,0,1,0,,HUNTERS GREEN PH 2,28,28,329000,116.3,3/9/2017,9,3,2017,116.65,4/28/2017,28,4,2017,None,0,0,0,330000,50
253,Sold,9317 KNIGHTSBRIDGE CT,KNIGHTSBRIDGE CT,28.13063449,-82.33868671,4,3,0,3,2541,3,0,0,0,1,0,0,0,9350,1992,0,1,0,,HUNTERS GREEN PH 1,15,15,330000,129.87,1/11/2017,11,1,2017,129.87,2/27/2017,27,2,2017,None,0,0,0,330000,47
254,Sold,8709  ASHWORTH DR ,ASHWORTH DR,28.12367596,-82.36162557,4,3,0,3,2712,2,0,0,0,1,0,0,0,9000,1991,0,1,0,,HUNTERS GREEN,45,45,339000,125,12/10/2015,10,12,2015,121.68,2/5/2016,5,2,2016,None,0,0,0,330000,57
255,Sold,18103  REGENTS SQUARE DR ,REGENTS SQUARE DR,28.13954047,-82.33387948,4,3,0,3,2665,2,0,0,0,0,0,1,0,11664,1996,0,1,0,,HUNTERS GREEN PARCEL 19 PH,95,95,335000,125.7,9/12/2015,12,9,2015,123.83,10/14/2015,14,10,2015,None,0,0,0,330000,32
256,Sold,17523  EDINBURGH DR ,EDINBURGH DR,28.12698832,-82.35778605,5,3,0,3,2853,3,0,0,0,1,0,0,0,9680,1997,0,1,0,TRUE,HUNTERS GREEN,26,26,329900,115.63,6/17/2015,17,6,2015,115.67,8/5/2015,5,8,2015,None,0,0,0,330000,49
257,Sold,17808 GREY BROOKE DR,GREY BROOKE DR,28.13077995,-82.34612138,3,2,0,2,2324,2,0,0,0,0,0,1,0,10873,1989,0,1,0,FALSE,HUNTERS GREEN,11,11,330000,142,11/5/2018,5,11,2018,142.43,12/11/2018,11,12,2018,None,0,0,0,331000,36
